0.375000 -0.125000
0.500000 0

0.500000 0
0.541667 0

0.541667 0
0.562500 -0.062500

0.562500 -0.062500
0.625000 -0.125000

0.625000 -0.125000
1.125000 -0.125000

1.125000 -0.125000
1 0

1 0
1 0.041667

1 0.041667
1.062500 0.062500

1.062500 0.062500
1.125000 0.125000

1.125000 0.125000
1.125000 0.625000

1.125000 0.625000
1 0.500000

1 0.500000
0.958333 0.500000

0.958333 0.500000
0.937500 0.562500

0.937500 0.562500
0.875000 0.625000

0.875000 0.625000
0.375000 0.625000

0.375000 0.625000
0.500000 0.500000

0.500000 0.500000
0.500000 0.458333

0.500000 0.458333
0.437500 0.437500

0.437500 0.437500
0.375000 0.375000

0.375000 0.375000
0.375000 -0.125000

