0.962023 0.261611
0.966001 0.272327

0.602941 0.015625
0.984375 0.276923

0.587799 0.019791
0.731792 0.391520

0.460788 0.162048
0.597822 0.334165

0.587799 0.019791
0.591335 0.040719

0.261150 0.271462
0.264516 0.510959

0.248471 0.331086
0.441150 0.566236

0.032575 0.172552
0.030028 0.184642

0.966001 0.272327
0.984375 0.276923

0.248471 0.331086
0.233729 0.469676

0.015625 0.177215
0.376812 0.661538

0.032575 0.172552
0.147207 0.296946

0.044090 0.169384
0.030028 0.184642

0.015625 0.177215
0.030028 0.184642

0.044090 0.169384
0.597822 0.334165

0.602941 0.015625
0.015625 0.177215

0.602941 0.015625
0.591335 0.040719

0.147207 0.296946
0.122141 0.320045

0.962023 0.261611
0.261150 0.271462

0.591335 0.040719
0.122141 0.320045

0.460788 0.162048
0.248471 0.331086

0.971087 0.267821
0.957642 0.304035

0.597822 0.334165
0.376812 0.661538

0.264516 0.510959
0.441150 0.566236

0.233729 0.469676
0.707692 0.557522

0.957642 0.304035
0.731792 0.391520

0.984375 0.276923
0.707692 0.557522

0.971087 0.267821
0.966001 0.272327

0.707692 0.557522
0.376812 0.661538

