0.631942 0.029688
1.010529 0.569326

0.542857 0
0.871594 0.575289

0.937029 0.464559
0.957547 0.622735

0.312889 -0.056889
0.466547 0.351702

0.403841 0.284860
0.447839 0.341375

0.161616 0
0.198677 0.203837

0.419193 0.197428
0.937029 0.464559

0.161616 0
0.542857 0

0.403841 0.284860
0.696701 0.464248

0.312889 -0.056889
0.161616 0

0.198677 0.203837
0.982827 0.636690

1.029891 0.399460
1.010031 0.598472

0.419193 0.197428
0.367744 0.297162

0.542857 0
0.367744 0.297162

0.631942 0.029688
0.198677 0.203837

0.447839 0.341375
1.029891 0.399460

0.631942 0.029688
0.403841 0.284860

0.808623 0.281529
0.466547 0.351702

0.808623 0.281529
0.696701 0.464248

1.010529 0.569326
0.982827 0.636690

1.010529 0.569326
0.871594 0.575289

1.010031 0.598472
0.982827 0.636690

1.010031 0.598472
0.957547 0.622735

