0.950761 0.436912
1.028190 0.495456

0.800824 0.410344
0.966098 0.538296

0.460931 0.350117
0.688828 0.692248

0.310056 0.323382
0.605079 0.748034

0 0.665152
0 0.727527

0.040957 0.512609
0.036307 0.716429

0.512251 0.359210
0.505266 0.604364

0.396913 0.566886
0.433516 0.595016

0.512251 0.359210
0.433516 0.595016

0 0.665152
0.036307 0.716429

-0.085135 0.601276
0 0.727527

-0.085135 0.601276
-0.014084 0.698228

0.310056 0.323382
0.950761 0.436912

0.310056 0.323382
-0.085135 0.601276

1.028190 0.495456
0.940733 0.752519

0.991831 0.467965
0.966098 0.538296

0.505266 0.604364
0.940733 0.752519

0.396913 0.566886
0.357419 0.618276

0.460931 0.350117
-0.014084 0.698228

0.040957 0.512609
0.357419 0.618276

0.800824 0.410344
0 0.665152

0.950761 0.436912
0 0.727527

0.991831 0.467965
0.605079 0.748034

0.688828 0.692248
0.605079 0.748034

1.028190 0.495456
0.966098 0.538296

