1.046538 0.468495
1.220398 0.730312

0.936886 0.652327
0.970535 0.898795

0 0.700198
0 0.714286

-0.010421 0.703343
-0.041445 0.878989

-0.053922 0.787598
-0.041445 0.878989

0.402842 0.491563
0.966789 0.898721

1.046538 0.468495
0.970535 0.898795

0 0.700198
0.120835 0.882165

-0.010421 0.703343
0 0.714286

0.402842 0.491563
0.120835 0.882165

0.143434 0.656912
0 0.714286

0.143434 0.656912
-0.010421 0.703343

1.046538 0.468495
0.143434 0.656912

0.936886 0.652327
-0.053922 0.787598

-0.041445 0.878989
0.970535 0.898795

1.220398 0.730312
0.966789 0.898721

