0.146619 0.792851
0.151805 1.024424

0 0.630119
0 0.850932

1 0.975833
1 1

-0.019759 0.623288
-0.047026 0.797188

0.147749 0.870720
0.130435 1

-0.019759 0.623288
-0.082048 0.734600

0.940411 0.955233
0.910900 1.143447

0 0.630119
-0.082048 0.734600

-0.047026 0.797188
0.151805 1.024424

-0.082048 0.734600
0.752561 1.290929

-0.019759 0.623288
1 0.975833

0.940411 0.955233
0.752561 1.290929

0.146619 0.792851
-0.047026 0.797188

0 0.850932
0.147749 0.870720

1 0.975833
0.752561 1.290929

0.151805 1.024424
0.910900 1.143447

0.130435 1
1 1

