0.974026 -0.013889
0.981628 -0.011042

0.822607 0.121783
1.077713 0.704802

0.822607 0.121783
0.937831 0.188071

0.974026 -0.013889
0.977553 0

0.768283 0.170457
0.871013 0.792193

0.768283 0.170457
0.899849 0.207344

0.958525 0
0.977553 0

0.176158 0.907004
0.199776 1

0.958525 0
0.937831 0.188071

0.115340 1
0.161576 1.105667

0.981628 -0.011042
0.899849 0.207344

0.501545 0.409455
0.115340 1

0.977553 0
0.199776 1

0.974026 -0.013889
0.501545 0.409455

0.937831 0.188071
0.501545 0.409455

0.871013 0.792193
0.176158 0.907004

1.077713 0.704802
0.161576 1.105667

0.115340 1
0.199776 1

