0.210675 -0.467682
0.279447 -0.449462

0.293860 -0.533702
0.864421 -0.067449

0.195483 -0.455625
0.599646 -0.438790

0.085449 -0.368296
0.320129 -0.253470

0.293860 -0.533702
0.409757 -0.297436

0.293860 -0.533702
0.085449 -0.368296

0.410491 0.105634
0.526942 0.345531

0.409757 -0.297436
0.320129 -0.253470

0.279447 -0.449462
0.320129 -0.253470

0.279447 -0.449462
0.170981 -0.326447

0.232821 0.272773
0.250975 0.313205

0.085449 -0.368296
0.232821 0.272773

0.210675 -0.467682
0.232821 0.272773

0.195483 -0.455625
0.170981 -0.326447

0.599646 -0.438790
0.566782 0.350197

0.410491 0.105634
0.606831 0.143717

0.606831 0.143717
0.566782 0.350197

0.410491 0.105634
0.250975 0.313205

0.250975 0.313205
0.566782 0.350197

0.864421 -0.067449
0.526942 0.345531

