0.251030 0.059607
0.440014 0.295836

0.440014 0.295836
0.572044 1

0 0.303030
0 1

0.308456 0.131390
0.302887 0.312352

0.179384 0.106493
0.028469 0.777225

0.179384 0.106493
0.308456 0.131390

0.164656 1.056661
0.163833 1.060760

0.440014 0.295836
0.186326 1.104342

0.251030 0.059607
0 0.303030

0.163833 1.060760
0.186326 1.104342

0.251030 0.059607
0.179384 0.106493

0 0.303030
0.302887 0.312352

0.028469 0.777225
0.552376 0.895104

0.163833 1.060760
0.249325 1.098897

0.552376 0.895104
0.249325 1.098897

0.164656 1.056661
0.337109 1.091311

0 1
0.572044 1

0.572044 1
0.337109 1.091311

0.337109 1.091311
0.186326 1.104342

